DocType: Commission Agent Report,% Amount Billed,% Сумма счета
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,New promo code,Новый промокод
DocType: WB Price,"New promo code discount,%","Скидка по новому промокоду,%"
DocType: WB Price,New retail price (before discount),Новая розничная цена (до скидки)
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,No Items with Bill of Materials to Manufacture,Нет предметов с Биллом материалов не Manufacture
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,No Items with Bill of Materials.,Нет предметов с ведомостью материалов.
DocType: WB Price,Nomenclature (Code 1C),Номенклатура (Код 1С)
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.py,Nos,кол-во
DocType: Commission Agent Report,Not Billed,Счета не выставленны
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.py,Not Paid,Не оплачено
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.py,Not permitted,Не разрешено
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Note,Заметки
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Novosibirsk Warehouse,Новосибирск склад
DocType: WB Price,Number of days on the site,Количество дней на сайте
DocType: WB Sales by Sales,Number of deliveries,Количество доставок
DocType: WB Sales by Sales,Number of returns,Количество возвратов
DocType: WB Price,Number of sales,Количество продаж
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.py,Number of sales in the last month,Количество продаж за последний месяц
DocType: Commission Agent Report,On Hold,На удерживании
apps/trava_erpnext/trava_erpnext/sale_commission/report/commission_goods/commission_goods.js,On date,На свидании
DocType: WB Stocks,On the way from the client (pieces),В пути от клиента (шт.)
DocType: WB Stocks,On the way to the client (pieces),В пути к клиенту (шт.)
DocType: WB Sales by Sales,Order date,Дата заказа
DocType: WB Orders,Order number,Порядковый номер
DocType: Commission Agent Report Item,Ordered Qty,Заказал Кол-во
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.py,Orders,Заказы
DocType: Commission Agent Report,Packed Items,Упакованные продукты
DocType: Commission Agent Report,Packing List,Список упаковки
DocType: Commission Agent Report Item,Page Break,Разрыв страницы
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.py,Paid,Оплачено
DocType: Commission Agent Report,Partly Billed,Выставлены счет(а) частично
DocType: Commission Agent Report,Party Account Currency,Партия Валюта счета
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Payment,Оплата
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Payment Request,Платежная заявка
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Pending Qty,В ожидании Кол-во
DocType: Commission Agent Report Item,Percentage,процент
DocType: WB Deductions,Percentage of remuneration WB,Процент вознаграждения ВБ
DocType: Commission Agent Report,Phone,Телефон
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Pick List,Список выбора
DocType: Commission Agent Report Item,Planned Quantity,Планируемый Количество
DocType: Label Printing Item,Planning,Планирование
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Please select Charge Type first,"Пожалуйста, выберите Charge Тип первый"
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Please select a Company first.,"Пожалуйста, сначала выберите компанию."
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Please set Company,Укажите компанию
apps/trava_erpnext/trava_erpnext/public/js/sales_invoice.js,Please specify Company to proceed,"Пожалуйста, сформулируйте Компания приступить"
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Please specify a valid Row ID for row {0} in table {1},"Пожалуйста, укажите действительный идентификатор строки для строки {0} в таблице {1}"
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Podolsk Warehouse,Подольск Склад
DocType: WB Sales,Price,Цена
DocType: Commission Agent Report,Price List,Прайс-лист
DocType: Commission Agent Report,Price List Currency,Прайс-лист валют
DocType: Commission Agent Report,Price List Exchange Rate,Прайс-лист валютный курс
DocType: Commission Agent Report Item,Price List Rate,Прайс-лист Оценить
DocType: Commission Agent Report Item,Price List Rate (Company Currency),Прайс-лист Тариф (Компания Валюта)
DocType: WB Orders,Price up to the agreed discount / promo/spp,Цена до согласованной скидки / промо / spp
DocType: Commission Agent Report,Pricing Rule Detail,Детализация правила ценообразования
DocType: Commission Agent Report,Pricing Rules,Правила ценообразования
DocType: Label Printing,Print,печать
DocType: Commission Agent Report,Print Heading,Распечатать Заголовок
DocType: Commission Agent Report,Print Language,Язык печати
DocType: Commission Agent Report,Print Settings,Настройки печати
Custom Field - label: Print Settings-print_uom_after_quantity,Print UOM after Quantity,Печать единиц измерения после количества
Custom Field - label: Print Settings-print_taxes_with_zero_amount,Print taxes with zero amount,Печать налогов с нулевой суммой
DocType: Commission Agent Report Item,Produced Quantity,Добытое количество
DocType: Commission Agent Report,Project,Проект
DocType: Commission Agent Report Item,Projected Qty,Прогнозируемое кол-во
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report_dashboard.py,Projects,Проекты
DocType: WB Sales by Sales,Promo code,Промо-код
DocType: Agreement,Purchase,Купить
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Purchase Order,Заказ на покупку
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Purchase Order already created for all Sales Order items,Заказ на поставку уже создан для всех позиций заказа на продажу
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Purchase percent,Процент покупки
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_sales_by_sales_report/wb_sales_by_sales_report.py,Purchase price,Цена
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Pushkino Warehouse,Пушкино склад
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_sales_by_sales_report/wb_sales_by_sales_report.py,Qty,Кол-во
DocType: Commission Agent Report Item,Qty as per Stock UOM,Кол-во в соответствии с ед.измерения запасов
DocType: WB Stocks,Qty not in order,Кол-во не в порядке
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_purchase/wb_purchase.js,Qty of recent days for which you need to calculate the average implementation,"Количество последних дней, для которых нужно рассчитать среднюю реализацию"
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_purchase/wb_purchase.py,Qty required to purchase,"Кол-во, необходимое для покупки"
DocType: Label Printing Item,Quantity,Количество
DocType: Label Printing Item,Quantity and Rate,Количество и курс
DocType: WB Stocks,Quantity available for sale,Количество в продаже
apps/trava_erpnext/trava_erpnext/overrides/packing_slip.py,Quantity for Item {0} must be less than {1},Количество по пункту {0} должно быть меньше {1}
DocType: WB Stocks,Quantity full,Количество полное
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.js,Quarterly,Ежеквартально
DocType: Commission Agent Report Item,Quotation,Предложение
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.js,Range,Диапазон
DocType: Commission Agent Report Item,Rate,Ставка
DocType: Commission Agent Report Item,Rate With Margin,Оценить с маржой
DocType: Commission Agent Report Item,Rate With Margin (Company Currency),Ставка с маржей (валюта компании)
DocType: Commission Agent Report,Rate at which Price list currency is converted to company's base currency,Курс по которому валюта Прайс листа конвертируется в базовую валюту компании
DocType: Commission Agent Report,Rate at which customer's currency is converted to company's base currency,"Курс, по которому валюта клиента конвертируется в базовую валюту компании"
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Re-open,Снова откройте
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Reason for Hold,Причина удержания
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Reason for hold: ,Причина удержания:
DocType: WB Price,"Recommended discount,%","Рекомендуемая скидка,%"
DocType: WB Settings,Region,Область
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_sales_by_sales_report/wb_sales_by_sales_report.py,Regular customer Discount,Скидка постоянным клиентам
DocType: WB Sales by Sales,Regular customer discount,Скидка постоянным клиентам
apps/trava_erpnext/trava_erpnext/sale_commission/report/commission_goods/commission_goods.py,Remainder,Остаток
DocType: WB Price,Remains,Останки
DocType: WB Sales by Sales,Remuneration to the buyer,Вознаграждение покупателю
DocType: WB Sales by Sales,Remuneration to the supplier,Вознаграждение поставщику
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Remuneration to the supplier on the report,Вознаграждение поставщику по отчету
DocType: WB Sales by Sales,Report number,Номер отчета
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Request for Raw Materials,Запрос на сырье
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Resume,Продолжить
DocType: WB Sales by Sales,Retail price,Розничная цена
DocType: WB Sales by Sales,"Retail price, subject to the agreed discount",Розничная цена с учетом оговоренной скидки
apps/trava_erpnext/trava_erpnext/sale_commission/report/commission_goods/commission_goods.py,Return,Возвращение
apps/trava_erpnext/trava_erpnext/public/js/sales_invoice.js,Return / Credit Note,Возвращение / Кредит Примечание
DocType: Commission Agent Report Item,Returned Qty,Вернулся Кол-во
DocType: Commission Agent Report,Rounded Total,Округлые Всего
DocType: Commission Agent Report,Rounded Total (Company Currency),Округлые Всего (Компания Валюта)
DocType: Commission Agent Report,Rounding Adjustment,Коррекция округления
DocType: Commission Agent Report,Rounding Adjustment (Company Currency),Коррекция округления (валюта компании)
apps/trava_erpnext/trava_erpnext/public/js/packing_slip.js,Row #{0}: Item added,Строка № {0}: пункт добавлен
apps/trava_erpnext/trava_erpnext/public/js/packing_slip.js,Row #{0}: Qty increased by 1,Ряд № {0}: кол-во увеличено на 1
DocType: WB Sales by Sales,SHK,SHK
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Saint-Petersburg Warehouse,Санкт-Петербургский склад
DocType: Agreement,Sale,распродажа
DocType: Commission Agent Report,Sale Commission,Комиссия за продажу
apps/trava_erpnext/trava_erpnext/config/selling.py,Sales,Продажи
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Sales Invoice,Счет на продажу
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.py,Sales Invoice {0} must be cancelled before cancelling this Commission Agent Report,Счет-фактура продажи {0} должен быть аннулирован перед отменой этого отчета комиссионера.
DocType: Agreement,Sales Manager,Менеджер продаж
apps/trava_erpnext/trava_erpnext/public/js/sales_invoice.js,Sales Order,Сделка
DocType: Commission Agent Report Item,Sales Order Date,Дата Сделки
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Sales Order Item,Продукт Сделки
DocType: Commission Agent Report,Sales Partner,Партнер по продажам
DocType: Commission Agent Report,Sales Taxes and Charges,Налоги и сборы с продаж
DocType: Commission Agent Report,Sales Taxes and Charges Template,Продажи Налоги и сборы шаблона
DocType: Commission Agent Report,Sales Team,Отдел продаж
DocType: Agreement,Sales User,Продавец
DocType: WB Sales,Sales agreement,Договор купли-продажи
apps/trava_erpnext/trava_erpnext/sale_commission/report/commission_goods/commission_goods.py,Sales amount,Объем продаж
DocType: WB Sales by Sales,Sales amount(Returns),Сумма продаж (возврат)
apps/trava_erpnext/trava_erpnext/sale_commission/report/commission_goods/commission_goods.py,Sales qty,Кол-во продаж
Custom Field - label: Packing Slip-scan_barcode,Scan Barcode,Сканирование штрих-кода
DocType: WB Settings,Secret Key,Секретный ключ
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Select,Выбрать
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Select BOM,Выберите BOM
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Select BOM and Qty for Production,Выберите BOM и Кол-во для производства
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,"Select BOM, Qty and For Warehouse","Выберите спецификацию, кол-во и для склада"
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Select Items,Выбрать элементы
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Select Items based on Delivery Date,Выбрать продукты по дате поставки
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Select Items to Manufacture,Выберите продукты для производства
DocType: WB Settings,Seller ID,ID продавца
DocType: Agreement,Series,Идентификатор документа
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Set as Lost,Установить как Остаться в живых
apps/trava_erpnext/trava_erpnext/config/integrations.py,Settings,Настройки
apps/trava_erpnext/trava_erpnext/config/integrations.py,Settings Wildberries,Настройки Wildberries
DocType: WB Orders,Shipment warehouse,Склад отгрузки
DocType: Commission Agent Report,Shipping Rule,Правило доставки
DocType: Commission Agent Report Item,Shopping Cart,Корзина
DocType: WB Orders,Size,Размер
DocType: Commission Agent Report,Source,Источник
DocType: WB Sales,Source order number,Номер исходного заказа
DocType: Agreement,Start Date,Дата Начала
DocType: Commission Agent Report,Status,Статус
DocType: Commission Agent Report Item,Stock UOM,Единица измерения запасов
DocType: Agreement,Stock User,Пользователь склада
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Storage percent,Процент хранения
DocType: WB Sales,Storno,Сторно
DocType: WB Deductions,Subject,Тема
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Subscription,Подписка
apps/trava_erpnext/trava_erpnext/public/js/grid.js,Success,Успешно
DocType: Commission Agent Report Item,Supplier,Поставщик
DocType: Commission Agent Report Item,Supplier delivers to Customer,Поставщик поставляет Покупателю
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_sales_by_sales_report/wb_sales_by_sales_report.py,Supplier promo code,Промокод поставщика
DocType: WB Price,Suppliers article,Статья поставщиков
DocType: WB Sales,Supply contract,Договор поставки
DocType: WB Settings,Sync Orders,Синхронизация заказов
DocType: WB Settings,Sync Products,Синхронизация продуктов
DocType: WB Settings,Sync Report Orders,Заказы на синхронизацию отчетов
DocType: WB Settings,Sync Report Sales,Синхронизация отчетов о продажах
DocType: WB Settings,Sync Report Sales by Sales,Синхронизация отчетов о продажах по продажам
DocType: WB Settings,Sync Taxes and Charges,Синхронизация налогов и сборов
apps/trava_erpnext/trava_erpnext/trava_integrations/doctype/wb_settings/wb_report_methods.py,Sync has been temporarily disabled because maximum retries have been exceeded,"Синхронизация временно отключена, поскольку превышены максимальные повторные попытки"
DocType: WB Settings,System Manager,Менеджер системы
apps/trava_erpnext/trava_erpnext/public/js/grid.js,Table updated,Таблица обновляется
DocType: Commission Agent Report,Tax Breakup,Распределение налогов
DocType: Commission Agent Report,Tax Category,Налоговая категория
DocType: Commission Agent Report,Tax Id,Идентификатор налога
DocType: Commission Agent Report,Taxes and Charges,Налоги и сборы
DocType: Commission Agent Report,Taxes and Charges Calculation,Налоги и сборы Расчет
DocType: Commission Agent Report,Terms,Термины
DocType: Commission Agent Report,Terms and Conditions,Правила и условия
DocType: Commission Agent Report,Terms and Conditions Details,Условия Подробности
DocType: WB Settings,Territory,Территория
DocType: WB Price,"The agreed discount,%","Оговоренная скидка,%"
DocType: Commission Agent Report,The amount in storage at the warehouses,Количество на хранении на складах
DocType: WB Orders,The approved final discount,Утвержденная окончательная скидка
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,The desired net profit,Желаемая чистая прибыль
DocType: WB Price,The remainder of the goods (units),Остаток товара (шт.)
DocType: Commission Agent Report,This field is filled in only for the report. You must also specify the cost of storage in warehouses in taxes.,Это поле заполняется только для отчета. Также необходимо указать стоимость хранения на складах в налогах.
DocType: Agreement,Title,Заголовок
DocType: Commission Agent Report,To Bill,Укомплектован
DocType: Commission Agent Report,To Date,До
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,To Date cannot be before From Date.,Дата не может быть раньше даты начала.
DocType: Commission Agent Report,To Deliver,Для доставки
DocType: Commission Agent Report,To Deliver and Bill,Для доставки и оплаты
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To current net profit,К текущей чистой прибыли
DocType: WB Settings,To date,На свидание
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To new net profit,К новой чистой прибыли
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To sales,К продажам
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To the current discount,К действующей скидке
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To the current price with discount,К актуальной цене со скидкой
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To the current price with discount and promo code,К актуальной цене со скидкой и промокодом
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To the current price without discounts,К актуальной цене без скидок
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To the current promo code,К действующему промокоду
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To the date of sales,До даты продажи
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To the new discount,На новую скидку
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To the new price,К новой цене
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To the new price with discount,К новой цене со скидкой
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To the new price with discount and promo code,На новую цену со скидкой и промокодом
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To the new promo code discount,На новый промокод скидка
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To the remnant,К остатку
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,To the turnover rate,К скорости оборота
DocType: WB Sales by Sales,To transfer VAT to the supplier,Перевести НДС поставщику
DocType: WB Sales,To transfer to the supplier,Передать поставщику
DocType: Commission Agent Report,Total,Общая сумма
DocType: Commission Agent Report,Total (Company Currency),Всего (Компания валют)
DocType: Commission Agent Report,Total Commission,Всего комиссия
DocType: Commission Agent Report,Total Net Weight,Общий вес нетто
DocType: Commission Agent Report,Total Quantity,Общая численность
DocType: Commission Agent Report,Total Taxes and Charges,Общие налоги и сборы
DocType: Commission Agent Report,Total Taxes and Charges (Company Currency),Всего Налоги и сборы (Компания Валюты)
DocType: Commission Agent Report Item,Total Weight,Общий вес
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Total qty,Всего кол-во
DocType: Commission Agent Report,Track this Sales Order against any Project,Отслеживайте Сделку из любого Проекта
DocType: WB Sales by Sales,Transaction date,Дата сделки
DocType: WB Sales by Sales,Transaction date and time,Дата и время транзакции
apps/trava_erpnext/trava_erpnext/config/desktop.py,Trava ERPNext,Trava ERPследующий
apps/trava_erpnext/trava_erpnext/config/desktop copy.py,Trava Integrations,Trava Integrations
DocType: WB Settings,Trava integrations,Интеграции Trava
DocType: WB Price,Turnover rate,Скорость оборота
DocType: WB Settings,UK,Великобритания
DocType: Commission Agent Report Item,UOM,Единица измерения
DocType: Commission Agent Report Item,UOM Conversion Factor,Коэффициент пересчета единицы измерения
DocType: WB Settings,US,НАС
DocType: WB Orders,Unique ID of the order item,Уникальный идентификатор позиции заказа
DocType: WB Sales,Unique identifier of the sale/return,Уникальный идентификатор продажи / возврата
DocType: WB Price,Unmarketable,Неликвидный
DocType: Commission Agent Report,Update Auto Repeat Reference,Обновить ссылку на автоматический повтор
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Update Items,Обновить элементы
DocType: WB Stocks,Update date and time in WB,Дата и время обновления в WB
DocType: WB Stocks,Update date in WB,Дата обновления в ВБ
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_sales_by_sales_report/wb_sales_by_sales_report.js,Use the amount for warehouse storage from the Commission Agent Report),Используйте сумму для складского хранения из Отчета комиссионера)
DocType: Commission Agent Report Item,Used for Production Plan,Используется для производственного плана
DocType: WB Sales by Sales,VAT rate,Ставка НДС
DocType: Commission Agent Report Item,Valuation Rate,Оценка
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Valuation type charges can not marked as Inclusive,Обвинения типа Оценка не может отмечен как включено
DocType: WB Deductions,WB Deductions,Отчисления Всемирного банка
Custom Field - label: Item-wb_item_code,WB Item Code,Код позиции WB
DocType: WB Orders,WB Orders,Приказы Всемирного банка
DocType: WB Price,WB Price,Цена WB
,WB Purchase,Покупка ВБ
DocType: WB Sales,WB Sales,ВБ Продажи
,WB Sales Report,Отчет ВБ о продажах
DocType: WB Sales by Sales,WB Sales by Sales,Продажи Всемирного банка по продажам
DocType: WB Sales by Sales Monthly,WB Sales by Sales Monthly,Продажи Всемирного банка по продажам за месяц
,WB Sales by Sales Report,Отчет Всемирного банка по продажам
DocType: WB Deductions,WB Selling,WB Selling
DocType: Commission Agent Report,WB Setting Commission,Комиссия по установлению ВБ
DocType: WB Settings,WB Settings,Настройки баланса белого
DocType: WB Stocks,WB Stocks,Акции ВБ
DocType: WB Subject,WB Subject,Тема WB
,WB Summary Report,Сводный отчет ВБ
DocType: WB Orders,WB code,Код ВБ
DocType: WB Settings,Warehouse,Склад
DocType: Commission Agent Report Item,Warehouse and Reference,Склад и справочники
DocType: WB Stocks,Warehouse name,Название склада
apps/trava_erpnext/trava_erpnext/agreement/doctype/agreement/agreement.py,Warning,Предупреждение
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.js,Weekly,Еженедельно
DocType: Commission Agent Report Item,Weight Per Unit,Вес на единицу
DocType: Commission Agent Report Item,Weight UOM,Вес Единица измерения
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Work Order,Рабочий заказ
DocType: Commission Agent Report Item,Work Order Qty,Кол-во заказа
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Work Order already created for all items with BOM,Рабочий заказ уже создан для всех элементов с спецификацией
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Work Order not created,Рабочий заказ не создан
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Work Orders Created: {0},Созданы рабочие задания: {0}
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.js,Yearly,Ежегодно
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Yekaterinburg Warehouse,Екатеринбург Склад
apps/trava_erpnext/trava_erpnext/trava_integrations/doctype/wb_settings/wb_settings.py,You must specify the date from and to.,Вы должны указать дату от и до.
apps/trava_erpnext/trava_erpnext/trava_integrations/doctype/wb_settings/wb_settings.py,You must specify the date from.,Вы должны указать дату с.
DocType: WB Orders,Your article,Ваша статья
apps/trava_erpnext/trava_erpnext/sale_commission/report/commission_goods/commission_goods.js,Zero,Ноль
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,[Error],[Ошибка]
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,cannot be greater than 100,"не может быть больше, чем 100"
DocType: WB Orders,indicates whether the order was canceled,"указывает, был ли заказ отменен"
,sale-commission,комиссия за продажу
apps/trava_erpnext/trava_erpnext/overrides/sales_invoice.py,{0} is mandatory for Item {1},{0} является обязательным для продукта {1}
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.py,{0} {1} has been modified. Please refresh.,"{0} {1} был изменен. Пожалуйста, обновите."
apps/trava_erpnext/trava_erpnext/trava_integrations/doctype/wb_settings/wb_settings.js,Отчет Sales,Отчет Продажи
apps/trava_erpnext/trava_erpnext/trava_integrations/doctype/wb_settings/wb_settings.js,Отчет Sales by Sales Monthly,Отчет о продажах по реализации за месяц
DocType: WB Settings,Учетные данные WB,
Custom Field - label: Packing Slip-barcode_box_wb,Штрихкод короба для wildberries,
